id,transcript,category,question,inferences,ground_truth,llm_answer_raw,llm_answer,is_right
nikluge-2025-대화 맥락 추론-dev-000115,"speaker 1: Hello.
speaker 2: Hello!
speaker 2: Which online communities do you usually participate in?
speaker 1: I often participate in a finance community. :)
speaker 1: What communities do you participate in, name2?
speaker 2: Oh, I also do personal finance!
speaker 2: I'm really interested in finance and app technology, haha.
speaker 1: Oh, me too! I often do a bit of online recycling.
speaker 2: Haha, that's right!
speaker 2: I'm also getting a lot of information from the community.
speaker 2: But these days, there are times when it gets a bit overwhelming, so I have days when I just let it go.
speaker 1: That's right. I've seen a lot of ""Jjan Tech"" cafes.
speaker 1: It's been a bit overwhelming lately, so I only see it occasionally.
speaker 2: I think everything needs to be in harmony with daily life.
speaker 2: Have you ever met up with people from an online community?
speaker 1: I've never been to a meetup, but I've met a few people through one-on-one transactions.
speaker 2: Oh~! So you've done direct transactions too!!
speaker 2: Oh, I've done a direct transaction at least once too.
speaker 2: I think it was nice to have a cool transaction with such a kind person, hehe.
speaker 1: Oh, me too! I've only had lucky experiences with polite transactions.
speaker 1: I think there are a lot of invitations for meetups in the community.
speaker 2: Oh, that's right.
speaker 2: But there are definitely some people I want to meet once the pandemic is over in one community I'm involved in. Haha.
speaker 1: Oh, by the way, what kind of place are you active in?
speaker 1: Given how chaotic the world is, I find myself gathering the courage to go out.
speaker 2: It's an open chat room where we share information about investing and finance, but even if it's not specifically about that, I'm getting useful information for everyday life.
speaker 2: I'd like to meet up sometime if the opportunity arises.
speaker 2: And since there are many people who are raising families, they also know a lot about parenting and various life tips, haha.
speaker 2: That's true, and meeting in person might lead to disappointment.
speaker 1: Oh, I see.",후행사건,Choose the next event that is most likely to happen after the dialogue above.,"A. Speaker 2 will enter the direct transaction cafe to look for any scheduled meetings.
B. Speaker 2 will suggest a change of management in the investment cafe.
C. Speaker 2 will enter the investment cafe to see if there are any plans for a gathering.",inference_3,C,inference_3,O
nikluge-2025-대화 맥락 추론-dev-000116,"speaker 1: Have you wanted to buy anything recently?
speaker 2: Yes, I want a new phone..!
speaker 2: I ended up buying it after thinking about it, and I pre-ordered the new Galaxy foldable... haha.
speaker 1: Wow, that's so cool!
speaker 2: I guess it'll just be cat treats from now on..
speaker 1: I've been really thinking about getting a Galaxy Watch too.
speaker 1: I think the ones that Samsung released this time are really pretty.
speaker 2: Ah, I really wanted to buy a Galaxy Watch too.
speaker 2: That's right, everyone is saying the designs are really beautiful.
speaker 1: The features this time are amazing too.
speaker 1: I saw on YouTube that you can make payments with the watch.
speaker 1: I was really drawn to it and wanted to buy it so badly. ㅠㅠ
speaker 2: Wow, that seems really convenient!
speaker 2: I haven't really been interested in smartwatches until now.
speaker 2: After seeing the new one, I'm really tempted. 😭
speaker 2: I want to buy it, but I've already changed my phone, so I'm trying to hold back.
speaker 1: That's true, I actually prefer the features and design of the Apple Watch.
speaker 1: I can't use it since my phone is a Galaxy...
speaker 2: Oh.. that's a bit sad..ㅜ
speaker 1: Right?
speaker 1: I tend to like both brands.
speaker 1: I like to use a variety of devices, like a Samsung phone and an Apple tablet, haha.
speaker 2: Ah, I also use a Samsung phone and an iPad for my tablet, haha!
speaker 1: Wow, that's such a coincidence!
speaker 1: It seems like there are more people using it this way than I thought!
speaker 1: Actually, I switched from a Galaxy Tab, haha..
speaker 2: That's right, a lot of people use it this way, haha.
speaker 2: Wow, I also used a Galaxy Tab before I got an iPad...
speaker 2: No way, that's hilarious!",원인,Select the option that best explains why the event occurred in the preceding context.,"A. The Apple Watch and Galaxy series are not compatible with each other.
B. The Apple Watch and iPhone series do not sync with each other.
C. The Galaxy Watch and Apple Phone series are not compatible.",inference_1,A,inference_1,O
nikluge-2025-대화 맥락 추론-dev-000117,"speaker 1: Have you wanted to buy anything recently?
speaker 2: Yes, I want a new phone..!
speaker 2: I ended up buying it after thinking about it, and I pre-ordered the new Galaxy foldable... haha.
speaker 1: Wow, that's so cool!
speaker 2: I guess it'll just be cat treats from now on..
speaker 1: I've been really thinking about getting a Galaxy Watch too.
speaker 1: I think the ones that Samsung released this time are really pretty.
speaker 2: Ah, I really wanted to buy a Galaxy Watch too.
speaker 2: That's right, everyone is saying the designs are really beautiful.
speaker 1: The features this time are amazing too.
speaker 1: I saw on YouTube that you can make payments with the watch.
speaker 1: I was really drawn in and wanted to buy it so badly. ㅠㅠ
speaker 2: Wow, that seems really convenient!
speaker 2: I haven't really been interested in smartwatches until now.
speaker 2: After seeing the new one, I'm really tempted. 😭
speaker 2: I want to buy it, but I've already changed my phone, so I'm trying to hold back.
speaker 1: That's true, I actually prefer the features and design of the Apple Watch.
speaker 1: I can't use it since my phone is a Galaxy...
speaker 2: Oh.. that's a bit sad..ㅜ
speaker 1: Right?
speaker 1: I tend to like both brands.
speaker 1: I like to use a variety of devices, like a Samsung phone and an Apple tablet, haha.
speaker 2: Ah, I also use a Samsung phone and an iPad for my tablet, haha!
speaker 1: Wow, that's such a coincidence!
speaker 1: It seems like there are more people using it this way than I thought!
speaker 1: Actually, I switched from a Galaxy Tab, haha..
speaker 2: That's right, a lot of people use it this way, haha!
speaker 2: Wow, I also used a Galaxy Tab before I got an iPad...
speaker 2: No way, that's hilarious!",동기,"Based on the dialogue, select the option that best represents the speaker's inner motive or desire.","A. Speaker 1 is disappointed that they can't use the Apple Watch.
B. Speaker 1 is disappointed that they can't use the Galaxy Tab.
C. Speaker 1 is disappointed that they can't buy an Apple Watch.",inference_1,A,inference_1,O
nikluge-2025-대화 맥락 추론-dev-000118,"speaker 1: Have you wanted to buy anything recently?
speaker 2: Yes, I want a new phone..!
speaker 2: I ended up buying it after thinking about it, and I pre-ordered the new Galaxy foldable... haha.
speaker 1: Wow, that's so cool!
speaker 2: I guess it'll just be cat treats from now on..
speaker 1: I've been really thinking about getting a Galaxy Watch too.
speaker 1: I think the ones that Samsung released this time are really pretty.
speaker 2: Ah, I really wanted to buy a Galaxy Watch too!
speaker 2: That's right, everyone is saying the designs are really beautiful.
speaker 1: The features this time are amazing.
speaker 1: I saw on YouTube that you can make payments with the watch.
speaker 1: I was really drawn to it and wanted to buy it so badly. ㅠㅠ
speaker 2: Wow, that seems really convenient!
speaker 2: I haven't really been interested in smartwatches until now.
speaker 2: After seeing the new one, I'm really tempted. 😭
speaker 2: I want to buy it, but I've already changed my phone, so I'm trying to hold back.
speaker 1: That's true, I actually prefer the features and design of the Apple Watch.
speaker 1: I can't use it since my phone is a Galaxy...
speaker 2: Oh.. that's a bit sad..ㅜ
speaker 1: Right?
speaker 1: I tend to like both brands.
speaker 1: I like to use a variety of devices, like a Samsung phone and an Apple tablet, haha.
speaker 2: Ah, I also use a Samsung phone and an iPad for my tablet, haha!
speaker 1: Wow, that's such a coincidence!
speaker 1: It seems like there are more people using it this way than I thought!
speaker 1: Actually, I switched from a Galaxy Tab, haha..
speaker 2: That's right, a lot of people use it this way, haha!
speaker 2: Wow, I also used a Galaxy Tab before I got an iPad...
speaker 2: No way, that's hilarious!",전제,What condition must be in place first for the event to occur?,"A. Main devices like the Apple Watch can physically connect with devices of the same brand.
B. Devices like the Apple Watch can seamlessly integrate with other devices of the same brand.
C. Devices such as the Apple Watch can freely interoperate with devices from other brands.",inference_2,A,inference_1,X
nikluge-2025-대화 맥락 추론-dev-000119,"speaker 1: Have you wanted to buy anything recently?
speaker 2: Yes, I want a new phone..!
speaker 2: I ended up buying it after thinking about it, and I pre-ordered the new Galaxy foldable... haha.
speaker 1: Wow, that's so cool!
speaker 2: I guess it'll just be cat treats from now on..
speaker 1: I've been really thinking about getting a Galaxy Watch too.
speaker 1: I think the ones that Samsung released this time are really pretty.
speaker 2: Ah, I really wanted to buy a Galaxy Watch too!
speaker 2: That's right, everyone is saying the designs are really beautiful.
speaker 1: The features this time are amazing too.
speaker 1: I saw that you can make payments with the watch on YouTube.
speaker 1: I was really drawn in and wanted to buy it so badly. ㅠㅠ
speaker 2: Wow, that seems really convenient!
speaker 2: I haven't really been interested in smartwatches until now.
speaker 2: After seeing the new one, I'm really tempted. 😭
speaker 2: I want to buy it, but I've already changed my phone, so I'm trying to hold back.
speaker 1: That's true, actually, when it comes to features and design, I prefer the Apple Watch.
speaker 1: I can't use it since my phone is a Galaxy...
speaker 2: Oh.. that's a bit sad..ㅜ
speaker 1: Right?
speaker 1: I tend to like both brands.
speaker 1: I like to use a variety of devices, like a Samsung phone and an Apple tablet, haha.
speaker 2: Ah, I also use a Samsung phone and an iPad for my tablet, haha!
speaker 1: Wow, that's such a coincidence!
speaker 1: It seems like there are more people using it this way than I expected!
speaker 1: Actually, I switched from using a Galaxy Tab, haha..
speaker 2: That's right, a lot of people use it this way, haha!
speaker 2: Wow, I also used a Galaxy Tab before I got an iPad...
speaker 2: No way, that's hilarious!",반응,Select the emotional state the speaker is displaying in the dialogue above.,"A. Speaker 2 is sad about the fact that the Samsung tablet and Galaxy do not sync.
B. Speaker 2 is frustrated by the fact that the Apple Watch and Galaxy do not sync.
C. Speaker 2 is impressed that the Apple Watch and Galaxy can be linked together.",inference_2,B,inference_2,O
nikluge-2025-대화 맥락 추론-dev-000120,"speaker 1: Have you wanted to buy anything recently?
speaker 2: Yes, I want a new phone..!
speaker 2: I ended up buying it after thinking about it, and I pre-ordered the new Galaxy foldable... haha.
speaker 1: Wow, that's so cool!
speaker 2: I guess it'll just be cat treats from now on..
speaker 1: I've been really thinking about getting a Galaxy Watch too.
speaker 1: I think the new ones that Samsung released are really pretty.
speaker 2: Ah, I really wanted to buy a Galaxy Watch too.
speaker 2: That's right, everyone is saying the designs are really beautiful.
speaker 1: The features this time are amazing too.
speaker 1: I saw on YouTube that you can make payments with the watch.
speaker 1: I was really drawn to it and wanted to buy it so badly. ㅠㅠ
speaker 2: Wow, that seems really convenient!
speaker 2: I haven't really been interested in smartwatches until now.
speaker 2: After seeing the new one, I'm really tempted. 😭
speaker 2: I want to buy it, but I've already changed my phone, so I'm trying to hold back.
speaker 1: That's right, to be honest, I prefer the features and design of the Apple Watch.
speaker 1: I can't use it since my phone is a Galaxy...
speaker 2: Oh.. that's a bit sad..ㅜ
speaker 1: Right?
speaker 1: I tend to like both brands.
speaker 1: I like to use a variety of devices, like a Samsung phone and an Apple tablet, haha.
speaker 2: Ah, I also use a Samsung phone and an iPad for my tablet, haha!
speaker 1: Wow, that's such a coincidence!
speaker 1: It seems like there are more people using it this way than I expected!
speaker 1: Actually, I switched from a Galaxy Tab, haha..
speaker 2: That's right, a lot of people use it this way, haha.
speaker 2: Wow, I also used a Galaxy Tab before I got an iPad...
speaker 2: That's amazing, haha!",후행사건,Choose the next event that is most likely to happen after the dialogue above.,"A. Speaker 1 will take another look at the design of the Galaxy Watch.
B. Speaker 1 will review the finish of the Galaxy Tab again.
C. Speaker 1 will take another look at the design of the Galaxy phone.",inference_1,A,inference_1,O
nikluge-2025-대화 맥락 추론-dev-000121,"speaker 1: I thought it would get chilly after the rain, but it didn't.
speaker 2: I thought fall was coming, but it's summer weather again. ㅠ
speaker 1: I haven't put away my short sleeves yet, and I didn't want to, but I guess it's a good thing.
speaker 2: I have a feeling it will stay hot until Chuseok.
speaker 1: I hope the weather is nice during the Chuseok holiday.
speaker 2: Usually, after Chuseok, it suddenly gets quite chilly, haha. It seems like a turning point.
speaker 2: Don't you always feel like you never have enough fall clothes? Haha.
speaker 1: I wish there was only one season when I think about what to wear.
speaker 2: It's really tricky to buy fall clothes, haha. At least summer clothes are lighter and cheaper.
speaker 1: I think it's better to just throw a cardigan over summer clothes.
speaker 2: I think it's pretty safe to just throw on something like a cardigan or a shirt.
speaker 1: Did you see the news about the hurricane hitting New York, USA?
speaker 2: Oh, I only saw the pictures, but it was crazy with the rain and everything getting flooded.
speaker 1: Yes.. I can imagine the recovery will be difficult.
speaker 2: I heard it takes a really long time to recover in the U.S., and it's not as easy to fix things right away like it is in our country.",원인,Select the option that best explains why the event occurred in the preceding context.,"A. Speaker 1 purchased autumn clothes.
B. Speaker 1 prefers autumn weather.
C. Speaker 1 finds that autumn clothes are not suitable.",inference_3,B,inference_2,X
nikluge-2025-대화 맥락 추론-dev-000122,"speaker 1: I thought it would get chilly after the rain, but it didn't.
speaker 2: I thought fall was coming, but it's summer weather again. ㅠ
speaker 1: I haven't put away my short sleeves yet, and I didn't want to, but I guess it's a good thing.
speaker 2: I have a feeling it will stay hot until Chuseok.
speaker 1: I hope the weather is nice during the Chuseok holiday.
speaker 2: Usually, after Chuseok, it suddenly gets quite chilly, haha. It seems like a turning point.
speaker 2: Don't you always feel like you never have enough fall clothes? Haha.
speaker 1: I wish there was only one season when I think about what to wear.
speaker 2: Buying fall clothes is really tricky, haha. At least with summer, the clothes are lighter and cheaper.
speaker 1: I think it's better to just throw a cardigan over summer clothes.
speaker 2: I think it's pretty safe to just throw on something like a cardigan or a shirt.
speaker 1: Did you see the news about the hurricane hitting New York, USA?
speaker 2: Oh, I only saw the pictures, but it was flooding and chaos because it was raining too.
speaker 1: Yes.. I can imagine the recovery will be difficult.
speaker 2: I heard it takes a really long time to recover in the U.S.. It's not as easy to fix things right away like it is in our country.",동기,"Based on the dialogue, select the option that best represents the speaker's inner motive or desire.","A. Speaker 1 is excited to wear different clothes for each season.
B. Speaker 1 finds it bothersome to wear different clothes every day.
C. Speaker 1 finds it bothersome to change clothes with the seasons.",inference_3,C,inference_3,O
nikluge-2025-대화 맥락 추론-dev-000123,"speaker 1: I thought it would get chilly after the rain, but it didn't.
speaker 2: I thought fall was coming, but it's summer weather again. ㅠ
speaker 1: I haven't put away my short sleeves yet, and I didn't want to, but I guess it's a good thing.
speaker 2: I have a feeling it will stay hot until Chuseok.
speaker 1: I hope the weather is nice during the Chuseok holiday.
speaker 2: Usually, after Chuseok, it suddenly gets quite chilly, haha. It seems like a turning point.
speaker 2: Doesn't it always feel like we never have enough fall clothes? Haha.
speaker 1: I wish there was only one season when I think about what to wear.
speaker 2: Buying fall clothes is really tricky, haha. At least with summer, the clothes are lighter and cheaper.
speaker 1: I think it's better to just throw a cardigan over summer clothes.
speaker 2: I think it's pretty safe to just throw on something like a cardigan or a shirt.
speaker 1: Did you see the news about the hurricane hitting New York, USA?
speaker 2: Oh, I only saw the pictures, but it was crazy with the flooding and everything because of the rain.
speaker 1: Yes.. I can imagine the recovery will be difficult.
speaker 2: I heard it takes a really long time to recover in the U.S.. It's not as easy to fix things right away like in our country.",전제,What condition must be in place first for the event to occur?,"A. The clothing style is similar every season.
B. The outfit is ambiguous every season.
C. The clothing varies with each season.",inference_3,C,inference_3,O
nikluge-2025-대화 맥락 추론-dev-000124,"speaker 1: I thought it would get chilly after the rain, but it didn't.
speaker 2: I thought fall was coming, but it's summer weather again. ㅠ
speaker 1: I haven't put away my short sleeves yet, and I didn't want to, but I guess it's a good thing.
speaker 2: I have a feeling it will stay hot until Chuseok.
speaker 1: I hope the weather is nice during the Chuseok holiday.
speaker 2: Usually, after Chuseok, it suddenly gets quite chilly, haha. It seems like the perfect turning point.
speaker 2: Don't you always feel like you never have enough fall clothes? Haha.
speaker 1: I wish there was only one season when I think about what to wear.
speaker 2: It's really tricky to buy fall clothes, haha. At least with summer, the clothes are lighter and cheaper.
speaker 1: I think it's better to just throw a cardigan over summer clothes.
speaker 2: I think it's pretty safe to just throw on something like a cardigan or a shirt.
speaker 1: Did you see the news about the hurricane hitting New York, USA?
speaker 2: Oh, I only saw the pictures, but it was crazy with the flooding and everything because of the rain.
speaker 1: Yes.. I can imagine the recovery will be difficult.
speaker 2: I heard it takes a really long time to recover in the U.S., and it's not as easy to fix things right away like in our country.",반응,Select the emotional state the speaker is displaying in the dialogue above.,"A. Speaker 2 thinks it's a waste to buy autumn clothes.
B. Speaker 2 feels sad about taking out the fall clothes.
C. Speaker 2 thinks it's a waste to buy summer clothes.",inference_1,A,inference_1,O
nikluge-2025-대화 맥락 추론-dev-000125,"speaker 1: I thought it would get chilly after the rain, but it didn't.
speaker 2: I thought fall was coming, but it's summer weather again. ㅠ
speaker 1: I haven't put away my short sleeves yet, and I didn't want to, but I guess it's a good thing.
speaker 2: I have a feeling it will stay hot until Chuseok.
speaker 1: I hope the weather is nice during the Chuseok holiday.
speaker 2: Usually, after Chuseok, it suddenly gets quite chilly, haha. It seems like the perfect turning point.
speaker 2: Doesn't it always feel like we never have enough fall clothes? Haha.
speaker 1: I wish there was only one season when I think about what to wear.
speaker 2: Buying fall clothes is really tricky, haha. At least with summer, the clothes are lighter and cheaper.
speaker 1: I think it's better to just throw a cardigan over summer clothes.
speaker 2: I think it's pretty safe to just throw on something like a cardigan or a shirt.
speaker 1: Did you see the news about the hurricane hitting New York, USA?
speaker 2: Oh, I only saw the pictures, but it was flooding and chaos because it was raining too.
speaker 1: Yes.. I can imagine the recovery will be difficult.
speaker 2: I heard it takes a really long time to recover in the U.S., and it's not as easy to fix things right away like it is in our country.",후행사건,Choose the next event that is most likely to happen after the dialogue above.,"A. Speaker 2 will prepare sleeveless clothes to wear in the fall.
B. Speaker 2 will sell the cardigan they wore in the fall as a second-hand item.
C. Speaker 2 will buy a cardigan to wear in the fall.",inference_3,C,inference_3,O
nikluge-2025-대화 맥락 추론-dev-000126,"speaker 1: Do you have any experience living in a dorm or on your own?
speaker 2: I don't have experience in dorms, but I do have experience living alone and cohabiting!
speaker 1: Did you get along well with your roommate?
speaker 2: I guess you could say we got along well since it's not easy to live without any conflicts at all!
speaker 1: It seems like your lifestyles weren't that different!
speaker 2: I think it was because our lifestyles were similar, but when they were different, we couldn't even see each other’s faces.
speaker 2: Have you ever lived alone or cohabited, name1?
speaker 1: I have lived in a dorm before.
speaker 2: Oh! What is dorm life like?
speaker 1: It was manageable except for cleaning days and curfews, haha.
speaker 2: What is cleaning day?
speaker 1: It's a day when all the dormitory residents clean and get inspected by the floor leaders.
speaker 2: If I don't pass with the floor leader, do I have to do it again until I pass?ㅠㅠ
speaker 1: Yes, that's why I didn't like it..
speaker 2: Oh noㅠㅠㅠㅠ Just thinking about it is so terribleㅠㅠ If it were me, I would have been so desperate to think of a way to escape, whether it was going out or anything elseㅠㅠ",원인,Select the option that best explains why the event occurred in the preceding context.,"A. Speaker 1 enjoyed dorm life because there was a cleaning day.
B. Speaker 1 had a hard time meeting the curfew of the dormitory.
C. Speaker 1 found it difficult to adhere to the curfew set by their parents.",inference_2,B,inference_2,O
nikluge-2025-대화 맥락 추론-dev-000127,"speaker 1: Do you have any experience living in a dorm or on your own?
speaker 2: I don't have experience in dorms, but I do have experience living alone and cohabiting!
speaker 1: Did you get along well with your roommate?
speaker 2: I guess you could say we got along well since it's not easy to live without any conflicts at all!
speaker 1: It seems like your lifestyles weren't that different!
speaker 2: I think it was because our lifestyles were similar, but when they were different, we couldn't even see each other’s faces.
speaker 2: Have you ever lived alone or cohabited, name1?
speaker 1: I have lived in a dorm before.
speaker 2: Oh! What is dorm life like?
speaker 1: It was manageable except for cleaning days and curfews, haha.
speaker 2: What is cleaning day?
speaker 1: It's a day when all the dormitory residents clean and get inspected by the floor leaders.
speaker 2: If I don't pass with the floor leader, do I have to do it again until I pass?ㅠㅠ
speaker 1: Yes, that's why I didn't like it..
speaker 2: Oh noㅠㅠㅠㅠ Just thinking about it is so terribleㅠㅠ If it were me, I would have been so desperate to think of a way to escape, whether it was going out or anything elseㅠㅠ",동기,"Based on the dialogue, select the option that best represents the speaker's inner motive or desire.","A. Speaker 1 wants to tell Speaker 2 about dorm life.
B. Speaker 1 wants to hear about Speaker 2's dorm life.
C. Speaker 1 wants to inform about the drawbacks of dormitory life.",inference_1,A,inference_1,O
nikluge-2025-대화 맥락 추론-dev-000128,"speaker 1: Do you have any experience living in a dorm or on your own?
speaker 2: I don't have experience in dorms, but I do have experience living alone and cohabiting!
speaker 1: Did you get along well with your roommate?
speaker 2: I guess you could say we got along well since it's not easy to live together without any conflicts.
speaker 1: It seems like your lifestyles weren't that different!
speaker 2: I think it was because our lifestyles were similar, but when they were different, we couldn't even see each other’s faces.
speaker 2: Have you ever lived alone or cohabited, name1?
speaker 1: I have lived in a dorm before.
speaker 2: Oh! What is dorm life like?
speaker 1: It was manageable except for cleaning days and curfews, haha.
speaker 2: What is cleaning day?
speaker 1: It's a day when all the dormitory residents clean and get inspected by the floor leaders.
speaker 2: If I don't pass with the floor leader, do I have to do it again until I pass?ㅠㅠ
speaker 1: Yes, that's why I didn't like it..
speaker 2: Oh noㅠㅠㅠㅠ Just thinking about it is so terribleㅠㅠ If it were me, I would have been so desperate to think of any way to escape, whether it was going out or anything elseㅠㅠ",전제,What condition must be in place first for the event to occur?,"A. Each dormitory has its own set of rules.
B. Each dormitory has designated roommates.
C. All dormitories have a curfew.",inference_1,A,inference_1,O
nikluge-2025-대화 맥락 추론-dev-000129,"speaker 1: Do you have any experience living in a dorm or on your own?
speaker 2: I don't have experience in dorms, but I do have experience living alone and cohabiting!
speaker 1: Did you get along well with your roommate?
speaker 2: I guess you could say we got along well since it's not easy to live together without any conflicts.
speaker 1: It seems like your lifestyles weren't that different!
speaker 2: I think it was because our lifestyles were similar, but when they were different, they were so different that we could hardly see each other.
speaker 2: Have you ever lived alone or cohabited, name1?
speaker 1: I have lived in a dorm before.
speaker 2: Oh! What is dorm life like?
speaker 1: It was manageable except for cleaning days and curfews, haha.
speaker 2: What is cleaning day?
speaker 1: It's a day when all the dormitory residents clean and get inspected by the floor leaders.
speaker 2: If I don't pass the inspection from the floor leader, do I have to do it again until I pass?ㅠㅠ
speaker 1: Yes, that's why I didn't like it..
speaker 2: Oh noㅠㅠㅠㅠ Just thinking about it is so terribleㅠㅠ If it were me, I would have been so desperate to think of a way to escape, whether it was going out or anything elseㅠㅠ",반응,Select the emotional state the speaker is displaying in the dialogue above.,"A. Speaker 2 finds it interesting that there is a designated day for dormitory students to give each other feedback after cleaning.
B. Speaker 2 is surprised that there are days when they don't have to clean.
C. It is surprising that speaker 2 has a day set for cleaning and inspection.",inference_3,C,inference_3,O
nikluge-2025-대화 맥락 추론-dev-000130,"speaker 1: Do you have any experience living in a dorm or on your own?
speaker 2: I don't have experience in dorms, but I do have experience living alone and cohabiting!
speaker 1: Did you get along well with your roommate?
speaker 2: I guess you could say we got along well since it's not easy to live together without any conflicts.
speaker 1: It seems like your lifestyles weren't that different!
speaker 2: I think it was because our lifestyles were similar, but when they were different, we couldn't even see each other’s faces.
speaker 2: Have you ever lived alone or cohabited, name1?
speaker 1: I have lived in a dorm before.
speaker 2: Oh! What is dorm life like?
speaker 1: It was manageable except for cleaning days and curfews, haha.
speaker 2: What is cleaning day?
speaker 1: It's a day when all the dormitory residents clean and get inspected by the floor leaders.
speaker 2: If I don't pass with the floor leader, do I have to do it again until I pass?ㅠㅠ
speaker 1: Yes, that's why I didn't like it..
speaker 2: Oh noㅠㅠㅠㅠ Just thinking about it is so terribleㅠㅠ If it were me, I would have been so desperate to think of any way to escape, whether it was going out or anything elseㅠㅠ",후행사건,Choose the next event that is most likely to happen after the dialogue above.,"A. Speaker 1 will share a story about breaking curfew.
B. Speaker 1 will talk about how they were happy because there was no curfew.
C. Speaker 1 will share a story about their long commute.",inference_1,A,inference_1,O
nikluge-2025-대화 맥락 추론-dev-000131,"speaker 1: I see. I really like my younger sibling the most.
speaker 2: What about you?
speaker 1: I like my younger sibling more than I like myself!!
speaker 2: I don't think so.
speaker 1: It's really nice to cuddle when wearing a furry jacket.
speaker 2: If your younger sibling likes it that much, you should consider their feelings even more. You shouldn't be selfish.
speaker 1: What is the reason you think it's good for yourself?
speaker 2: I don't want to get hurt by you.
speaker 1: Try to make an effort to love your family.
speaker 2: I always feel like I'm the only one who blindly supports you.
speaker 1: Oh... I see. ㅠㅠ
speaker 1: I hope you can get closer by actively interacting with each other.
speaker 2: It's a one-sided love life.",원인,Select the option that best explains why the event occurred in the preceding context.,"A. Speaker 2's sister doesn't take good care of speaker 2.
B. Speaker 2's sister is attentive to speaker 2.
C. Speaker 2's younger sibling is neglectful towards speaker 2.",inference_1,A,inference_1,O
nikluge-2025-대화 맥락 추론-dev-000132,"speaker 1: I see. I really like my younger sibling the most.
speaker 2: What about you?
speaker 1: I like my younger sibling more than I like myself!!
speaker 2: I don't think so.
speaker 1: It's really nice to cuddle when wearing a furry jacket.
speaker 2: If your younger sibling likes it that much, you should consider their feelings even more. You shouldn't be selfish.
speaker 1: What is the reason you think it's good for yourself?
speaker 2: I don't want to hurt you, my sister.
speaker 1: Try to make an effort to love your family.
speaker 2: I always feel like I'm the only one who blindly supports you.
speaker 1: Oh... I see. ㅠㅠ
speaker 1: I hope you can get closer by actively communicating with each other.
speaker 2: It's a one-sided love life.",동기,"Based on the dialogue, select the option that best represents the speaker's inner motive or desire.","A. Speaker 2 hopes that her older sister will be a little more considerate of others.
B. Speaker 2 wishes that her older sister would cherish herself a bit more.
C. Speaker 2 wishes that her older sister would take a little more care of her.",inference_3,B,inference_2,X
nikluge-2025-대화 맥락 추론-dev-000133,"speaker 1: I see. I really like my younger sibling the most.
speaker 2: What about you?
speaker 1: I like my younger sibling more than I like myself!!
speaker 2: I don't think so.
speaker 1: It's really nice to cuddle when wearing a furry jacket.
speaker 2: If your younger sibling likes it that much, you should consider their feelings even more. You shouldn't be selfish.
speaker 1: What is the reason you think it's good for yourself?
speaker 2: I don't want to get hurt by you, my sister.
speaker 1: Try to make an effort to love your family.
speaker 2: I always feel like I'm the only one who blindly supports you.
speaker 1: Oh... I see. ㅠㅠ
speaker 1: I hope you can get closer by interacting more actively.
speaker 2: It's a life of unrequited love.",전제,What condition must be in place first for the event to occur?,"A. Speaker 2 is an only daughter.
B. Speaker 2 has a younger sibling.
C. Speaker 2 has an older sister.",inference_3,B,inference_2,X
nikluge-2025-대화 맥락 추론-dev-000134,"speaker 1: I see. I really like my younger sibling the most.
speaker 2: What about you?
speaker 1: I like my younger sibling more than I like myself!!
speaker 2: I don't think so.
speaker 1: It's really nice to cuddle when wearing a furry jacket.
speaker 2: If your younger sibling likes it that much, you should consider their feelings even more. You shouldn't be selfish.
speaker 1: What is the reason you think it's good for yourself?
speaker 2: I don't want to get hurt by you.
speaker 1: Try to make an effort to love your family.
speaker 2: I always feel like I'm the only one who blindly supports you.
speaker 1: Oh... I see. ㅠㅠ
speaker 1: I hope you can get closer by actively communicating with each other.
speaker 2: It's a one-sided love life.",반응,Select the emotional state the speaker is displaying in the dialogue above.,"A. Speaker 1 feels sorry for Speaker 2, who has a one-sided relationship with her older sister.
B. Speaker 1 envies Speaker 2, who receives blind love from her older sister.
C. Speaker 1 finds it frustrating that Speaker 2 maintains a one-sided relationship with her older sister.",inference_1,A,inference_1,O
nikluge-2025-대화 맥락 추론-dev-000135,"speaker 1: I see. I really like my younger sibling the most.
speaker 2: What about you?
speaker 1: I like my younger sibling more than I like myself!!
speaker 2: I don't think so.
speaker 1: It's really nice to cuddle when wearing a furry jacket.
speaker 2: If your younger sibling likes it that much, you should consider their feelings even more. You shouldn't be selfish.
speaker 1: What is the reason you think it's good for yourself?
speaker 2: I don't want to hurt you, my sister.
speaker 1: Try to make an effort to love your family.
speaker 2: I always feel like I'm the only one who blindly supports you.
speaker 1: Oh... I see. ㅠㅠ
speaker 1: I hope you can get closer by actively communicating with each other.
speaker 2: It's a one-sided love life.",후행사건,Choose the next event that is most likely to happen after the dialogue above.,"A. Speaker 2 will find a way to get hurt by her older sister.
B. Speaker 2 will think about how to repay her sister's sacrifice.
C. Speaker 2 will attempt to have a serious conversation with her older sister.",inference_3,C,inference_3,O
